CHLDID07,CHLDSN07,DEMREL07,RELPCG07,RELOCG07,SIBIND07,CH07PRWT,CH07WT,PCGRES07,OCGRES07,ASMRES07,CHRES07,TDRES07,CCDRES07,IWER07,SBLNUM07,BIOPR07,BIOGPR07,PCGID07,PCGSN07,PHHREL07,Q32J1,Q32J2,Q32J3,Q32J4A,Q32J4B,Q32J4C,Q32J4D,Q32J5,Q32J6A_P,Q32J6B_P,Q32J6C_P,Q32J6D_P,Q32J6E_P,Q32J6G_P,Q32J6H_P,Q32J6I_P,Q32J6J_P,Q32J6A_S,Q32J6B_S,Q32J6C_S,Q32J6D_S,Q32J6E_S,Q32J6G_S,Q32J6H_S,Q32J6I_S,Q32J6J_S,Q32J6B_C,Q32J6D_C,Q32J6E_C,Q32J6G_C,Q32J6H_C,Q32J6I_C,Q32J6B_D,Q32J6D_D,Q32J6E_D,Q32J6G_D,Q32J6H_D,Q32J6I_D,Q32J7,Q32J8,Q32J9A,Q32J9B,Q32J9C,Q32J9D,Q32J9E,Q32J9F,Q32J9G,Q32J9H,Q32J9I,Q32J9J,Q32J10A,Q32J10B,Q32J10C,Q32J10D,Q32J11A,Q32J11B,Q32J11C,Q32J11D,Q32J11E,Q32J11F,Q32J11G,Q32J11H,Q32J11I,Q32J11J,Q32J11K,Q32J11L,Q32J11N,Q32J12A,Q32J12B,Q32J12C,Q32J12D,Q32J13,Q32J14,Q32J14A,Q32J15A,Q32J15B,Q32J15C,Q32J15D,Q32J16A,Q32J16B,Q32J16D,Q32J17A,Q32J17B,Q32J17C,Q32J17D,Q32J17E,Q32J17F,Q32J17G,Q32J17H,Q32J17I,Q32J17J,Q32J17K,Q32J17L,Q32J17M,Q32J17N,Q32J17O,Q32J17P,Q32J17Q,Q32J17R,Q32J17S,Q32J18A,Q32J18B,Q32J18C,Q32J18D,Q32J18E,Q32J18F,Q32J18G,Q32J18G1,Q32J18H,Q32J20A,Q32J20B,Q32J20C,Q32J20D,Q32J20E,Q32J21A,Q32J21B,Q32J21C,Q32J22A,Q32J22B,Q32J22C,Q32J22D,Q32J22E,Q32J23A,Q32J23B1,Q32J23B2,Q32J23B3,Q32J23C,Q32J23D1,Q32J23D2,Q32J23D3,Q32J23E,Q32J23F1,Q32J23F2,Q32J23F3,Q32J24,Q32J25A,Q32J25B,Q32J25C,Q32J25D,Q32J25E,Q32J25F,Q32J25G,Q32J25H,Q32J25I,Q32J25J,Q32J25K,Q32J25L,Q32J25M,Q32J25N,Q32J25O,Q32J26A,Q32J26B,Q32J26C,Q32J50,Q32J51A,Q32J51B,Q32J51C,Q32J51D,Q32J51E,Q32J51F,Q32J51G,Q32J51H,Q32J51I,Q32J51J,Q32J51K,Q32J51L,Q32J52MO,Q32J52YR,Q32J53,Q32J54A,Q32J54B,Q32J54C,Q32J54D,Q32J54E,Q32J54F,Q32J54G,Q32J54H,Q32J54I,Q32J54J,Q32J54K,Q32J54L,Q32J55MO,Q32J55YR,Q32JA33,Q32JA34,Q32J27,Q32J27A,Q32J28,Q32J28A,Q32J28A1,Q32J28A2,Q32J28A3,Q32J28B,Q32J29A1,Q32J29A2,Q32J29A3,Q32J29,Q32J30,Q32J31,Q32J32,Q32J32A,Q32J32B,Q32J32C,Q32J32D,Q32J33,Q32J34,Q32J35,Q32J36A,Q32J36B,Q32J36C,Q32J36D,Q32J37A,Q32J37B,Q32J37C,Q32J37D,Q32J37E,Q32J37F,Q32J38,Q32J39,Q32J40,Q32J41,Q32J41A,Q32J41B,Q32J42,Q32J43,Q32J44,Q32J45,Q32J46,Q32J47,Q32J48,Q32J49A,Q32J49B,Q32J49C,Q32J49D,Q32J49E,Q32J49F,Q32K27,Q32K28,Q32K29,Q32K30,Q32K31,Q32K32,Q32K33,Q32K34,Q32K35,Q32K36,Q32K37,Q32K38,Q32K39,Q32K40,Q32CDSHID,Q32CDSHPIN,GENID07,GENSN07,ER30001,ER30002
2032,4,2,4,1,1,23.171,25.226,1,1,1,1,1,1,3038,1,1,0,2032,1,2,3,1,1,3,3,3,3,1,1,4,1,2,3,4,1,1,2,1,4,1,2,1,5,1,1,3,5,1,3,4,1,1,5,3,6,6,1,1,3,3,4,4,1,4,1,4,4,3,1,1,1,1,1,1,3,3,3,3,2,3,1,3,3,2,3,2,3,5,1,4,3,0,5,0,5,1,3,1,5,5,5,4,3,3,2,2,3,3,3,3,2,3,3,3,3,3,2,3,2,3,1,1,1,1,1,1,0,0,0,2,2,1,1,1,4,4,4,1,2,4,2,2,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1000,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,1200.0,5000,1,3,2,5,0,0,0,5,0,0,0,2,2,4,4,5,0,5,0,6,6,1,4,4,4,1,3,2,2,2,4,2,3,5,5,5,0.0,0,1,1,44,5,1,0,20,7,7,5,5,5,4,1,1,1,5,1,1,1,2,1,1,1,2,1,1,289,1,2032,4,1383,40
4037,5,2,1,4,5,20.312,20.705999,1,1,1,1,1,1,3048,3,1,2,4037,2,2,4,3,1,4,4,4,4,2,2,5,1,1,1,6,3,1,1,2,6,1,1,1,6,1,1,1,3,1,3,7,3,1,0,0,0,0,0,0,3,3,4,4,1,4,1,4,4,2,1,1,3,1,1,1,3,3,3,3,3,1,4,3,3,3,3,1,3,3,4,5,1,1,1,7,2,1,1,1,5,1,1,3,2,2,1,2,4,2,4,4,2,1,4,4,4,4,1,4,2,3,1,1,1,1,1,1,0,0,0,1,1,1,3,1,3,3,3,1,1,3,1,1,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,0,0,0,1,5,5,5,5,5,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10,1,6,3,1,1,1,5,0,0,0,0,3,0,1,1,5,0,0,0,1,0,1,1,4,4,4,5,5,1,1,3,2,3,5,4,5,0.0,0,1,1,30,5,1,0,5,7,7,7,7,7,7,1,3,5,2,1,5,4,1,1,1,2,2,5,5,621,1,4037,5,1394,38
4200,2,2,1,0,5,12.822,14.351,1,0,1,1,1,9,3048,96,2,2,4200,1,2,1,3,2,3,3,2,4,3,1,5,1,1,1,7,1,1,1,0,0,0,0,0,0,0,0,0,5,5,1,1,1,1,0,0,0,0,0,0,2,3,3,3,1,3,1,3,3,1,3,3,3,3,2,4,3,3,3,1,1,1,4,1,1,1,1,1,1,1,5,3,2,0,1,2,5,4,2,2,1,1,1,4,2,2,2,2,3,2,3,2,2,2,3,4,4,4,3,4,2,3,4,4,5,4,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,5,5,1,1,5,5,3,5,1,5,1,1,5,1,5,1,5,5,5,1,5,5,0,0,0,1,5,5,5,5,5,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,8,3,1,1,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,4,1,1,1,1,1,5,1,5,0.0,0,5,0,0,0,0,0,0,0,0,7,3,3,3,1,3,4,2,5,1,3,2,1,1,2,3,2,1,649,1,4200,2,1394,37
3981,4,2,1,4,5,36.494999,38.382999,1,1,1,1,1,1,3039,2,1,2,3981,2,2,4,1,2,4,3,2,4,3,1,2,1,4,5,4,1,1,1,1,2,1,3,4,4,1,1,1,2,4,5,7,1,1,0,0,0,0,0,0,3,3,4,4,1,4,1,4,4,1,1,1,3,1,1,1,1,3,3,1,3,1,2,3,2,3,3,3,3,3,5,4,1,3,5,0,4,1,1,5,5,1,1,4,1,2,1,4,4,1,4,2,3,1,4,4,4,4,1,3,2,4,1,1,1,1,1,1,0,0,0,2,3,2,1,1,3,3,4,2,1,2,2,1,5,0,0,0,1,5,5,1,5,0,0,0,2,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9998.0,20,1,5,6,1,1,5,1,0,0,0,0,6,5,3,3,5,0,0,0,6,0,5,2,2,3,2,2,2,1,1,3,1,5,5,3,5,0.0,0,1,1,40,5,2,5,5,7,7,3,3,5,5,1,1,2,4,1,1,2,1,1,1,1,2,1,1,613,1,3981,4,1397,37
2229,4,2,1,4,5,23.367001,24.792,1,1,1,1,1,1,3039,1,1,2,2229,2,2,4,2,1,3,3,2,4,1,1,1,4,1,7,6,1,1,1,1,1,2,1,3,4,1,1,1,4,7,7,6,1,1,0,0,0,0,0,0,2,3,4,4,2,4,1,4,4,2,2,2,3,3,2,2,1,1,3,1,3,1,4,1,1,1,3,1,3,3,4,5,1,5,1,7,2,1,1,3,1,5,1,3,2,2,2,3,4,2,3,3,3,1,4,4,3,3,3,4,2,2,2,2,1,2,1,1,0,0,0,3,3,3,2,1,4,5,2,4,4,2,4,3,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,300,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1500,1,8,1,5,0,0,0,0,0,0,0,1,3,2,1,5,0,0,0,6,0,1,2,2,3,1,2,3,1,2,3,3,4,5,4,5,0.0,0,1,1,30,3,2,5,60,1,2,5,6,5,6,1,3,3,3,1,1,2,1,1,1,1,2,1,1,329,1,2229,4,1399,40
2813,4,2,1,4,5,14.874,17.094,1,1,1,1,1,1,3041,1,1,2,2813,2,2,4,1,1,4,4,4,4,1,1,7,1,1,5,5,1,1,1,1,7,1,7,7,6,1,1,1,7,7,7,6,1,1,0,0,0,0,0,0,3,3,4,4,1,4,1,4,4,1,2,1,1,1,1,1,1,3,3,3,1,1,3,3,3,1,3,1,3,5,3,4,1,2,1,7,4,1,1,1,1,5,5,3,3,3,2,3,4,2,3,3,2,2,4,4,3,4,2,4,2,3,1,1,1,2,1,1,0,0,0,2,1,1,1,1,5,5,5,1,1,4,2,1,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,600,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200.0,20,1,3,2,5,0,0,0,0,0,0,0,2,1,1,1,5,0,0,0,5,0,1,4,4,4,4,3,1,1,3,3,1,4,5,4,5,0.0,0,1,1,40,5,1,0,10,6,5,6,6,4,6,1,1,3,5,1,1,2,2,1,1,1,1,1,1,413,1,2813,4,1407,32
4844,4,2,1,0,5,67.921997,72.514999,1,0,1,1,1,1,3029,2,2,2,4844,1,2,2,3,1,4,4,4,4,1,1,4,4,3,7,4,1,1,1,0,0,0,0,0,0,0,0,0,6,7,7,4,3,1,0,0,0,0,0,0,3,3,4,4,1,4,1,4,4,2,2,1,1,2,1,1,1,1,3,1,1,1,4,1,1,3,2,1,1,3,4,5,1,5,1,7,1,1,2,2,5,5,5,3,2,2,2,2,4,2,3,2,2,2,3,3,4,3,2,2,2,3,2,1,1,4,2,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,99997,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,45,1,10,5,1,1,1,5,0,0,0,0,5,3,2,2,1,1,0,0,6,0,1,2,2,3,2,4,1,1,1,3,3,5,5,3,5,0.0,0,1,1,35,5,1,0,20,0,0,4,6,4,6,1,1,4,2,1,1,3,1,1,1,2,2,2,1,765,1,4844,4,1411,45
4375,4,2,1,4,5,15.76,17.195,1,1,1,1,1,1,3029,1,1,2,4375,2,2,4,2,1,4,4,4,4,1,1,3,1,1,7,1,1,1,1,1,2,1,3,7,1,1,1,1,1,7,7,7,5,1,0,0,0,0,0,0,3,3,4,4,2,3,2,4,4,2,2,2,1,1,2,2,1,1,2,3,1,2,2,3,3,3,1,1,3,3,4,5,1,3,1,7,2,1,1,1,1,1,5,3,2,2,2,4,4,2,4,2,2,2,4,4,4,4,1,2,1,4,1,1,1,1,1,1,0,0,0,2,1,1,1,1,3,4,4,1,1,5,1,1,5,0,0,0,5,0,0,0,5,0,0,0,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0,4000,1,3,5,1,1,1,1,0,0,0,0,5,4,2,2,5,0,0,0,6,0,1,3,3,4,4,2,3,1,3,3,3,4,5,3,5,0.0,0,1,1,35,5,1,0,10,7,7,4,4,3,3,1,1,1,5,1,1,1,1,1,1,1,1,1,1,679,1,4375,4,1411,186
1827,3,2,1,5,5,65.748001,70.912003,1,1,1,1,1,1,3029,3,2,2,1827,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,3,1,2,5,1,1,0,0,0,0,0,0,2,2,3,4,1,4,1,4,4,1,1,1,1,1,1,2,3,1,2,1,1,1,2,3,1,1,1,1,3,4,3,1,5,0,1,7,2,1,2,4,1,1,5,4,3,2,2,3,3,2,3,2,3,3,3,3,4,3,3,3,1,3,2,1,3,1,1,1,1,3,4,3,3,3,4,3,3,3,4,3,2,3,4,2,1,5,1,5,5,0,0,0,5,0,0,0,3,5,1,5,1,5,5,1,5,1,5,5,5,5,5,5,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100,1,5,4,1,1,1,1,0,0,0,0,4,2,1,1,5,0,0,0,6,0,1,1,1,2,1,4,2,1,1,3,1,2,5,4,5,0.0,0,1,2,50,5,1,0,30,4,4,4,4,5,5,1,1,3,4,1,1,3,1,1,1,1,1,1,1,263,1,1827,3,1411,44
4305,3,2,1,4,5,22.870001,25.330999,1,1,1,1,1,1,3038,96,1,2,4305,2,2,4,2,1,4,4,4,4,1,1,4,1,3,3,7,1,1,1,1,3,1,3,1,7,1,1,1,3,3,5,7,1,1,0,0,0,0,0,0,3,3,4,4,1,4,1,4,4,1,1,1,1,1,1,1,1,3,3,1,3,1,2,3,3,3,3,1,3,3,5,1,4,3,5,0,4,1,1,1,5,1,1,4,2,2,3,4,4,1,3,2,3,3,3,3,3,3,2,3,2,4,2,1,1,1,1,1,0,0,0,3,3,4,1,1,5,4,4,1,1,4,2,1,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0,15,1,8,3,1,1,1,5,0,0,0,0,3,0,2,2,1,1,0,0,6,0,1,1,1,1,1,3,3,1,1,3,3,2,5,2,5,0.0,0,1,1,30,5,1,0,10,5,7,6,7,5,7,1,2,2,5,1,1,1,2,1,1,2,3,1,1,663,1,4305,3,1415,31
5204,5,2,1,4,5,67.921997,0.0,1,5,5,5,1,5,3023,2,1,2,5204,2,2,2,2,2,4,4,4,3,2,4,4,1,1,7,6,7,1,4,4,1,1,7,7,7,7,1,4,1,7,7,7,7,1,0,0,0,0,0,0,3,3,3,3,2,4,2,4,4,3,1,1,2,1,2,2,3,3,3,1,3,1,3,3,3,1,1,1,3,5,3,1,4,3,5,0,1,1,1,1,1,1,5,4,1,1,2,3,3,2,8,2,2,2,3,3,3,3,2,4,2,3,2,1,1,1,1,1,0,0,0,3,3,4,3,1,2,2,3,3,2,4,4,2,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,0,0,0,1,5,5,5,5,1,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100,1,6,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5,2,2,4,1,1,1,1,3,1,1,2,5,5,5,0.0,0,1,1,38,6,1,0,15,4,7,2,2,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,829,1,5204,5,1426,40
6946,2,2,1,0,5,67.921997,72.514999,1,0,1,1,1,1,3037,96,2,2,6946,1,2,1,3,2,2,2,3,4,2,1,1,1,1,7,6,1,1,1,0,0,0,0,0,0,0,0,0,2,4,1,6,1,1,0,0,0,0,0,0,3,3,3,3,2,2,2,4,4,2,1,1,3,3,3,3,3,2,4,3,3,1,1,1,1,3,1,1,3,1,3,4,5,0,5,0,5,1,1,1,5,1,5,4,3,2,3,3,3,3,3,2,3,2,3,4,3,4,2,3,2,2,2,1,2,3,1,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,5,0,0,0,5,0,0,0,3,5,5,5,5,5,5,1,1,1,5,5,5,5,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,6,4,1,5,1,5,0,0,0,0,1,0,1,1,1,1,0,0,6,0,1,1,1,1,1,3,1,1,1,1,1,2,3,2,5,0.0,0,1,2,19,5,1,0,20,0,0,7,7,4,4,1,1,1,5,1,1,1,1,3,1,1,2,1,1,1086,1,6946,2,1426,38
6752,3,2,1,4,1,24.077,25.313999,1,1,1,1,1,1,3023,1,1,2,6752,2,2,4,1,1,4,4,3,4,1,3,5,1,1,7,6,7,1,6,1,2,1,7,7,1,7,1,2,5,5,7,6,5,1,5,5,7,6,5,1,3,3,4,4,1,4,1,4,4,1,1,1,1,1,1,1,3,3,3,1,3,1,3,3,3,1,3,1,3,5,3,4,1,3,1,7,2,1,1,2,1,1,1,3,9,9,9,4,4,2,3,9,9,9,9,3,3,4,9,4,9,3,1,1,2,1,1,1,0,0,0,2,2,3,1,1,3,3,3,1,1,2,3,4,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,5,5,1,5,5,5,5,5,5,5,5,0,0,1,5,5,5,1,5,5,5,5,5,5,5,5,0,0,9998.0,3000,1,4,3,5,0,0,0,5,0,0,0,3,1,2,2,5,0,5,0,5,5,1,4,4,4,1,4,1,1,1,3,1,3,5,5,5,0.0,0,5,0,0,0,0,0,0,7,4,7,7,5,5,1,1,3,3,1,1,2,1,1,3,1,2,1,1,1057,1,6752,3,1430,30
6752,4,2,1,4,1,23.857,24.995001,1,1,1,1,1,1,3023,1,1,2,6752,2,2,4,1,1,4,4,3,4,1,3,5,1,1,7,6,7,1,6,1,2,1,7,7,1,7,1,2,5,5,7,6,5,1,5,5,7,6,5,1,3,3,4,4,1,4,1,4,4,1,1,1,1,1,1,1,3,3,3,1,3,1,3,3,3,1,3,1,3,5,3,4,1,3,1,7,2,1,1,2,1,1,1,3,9,9,9,4,4,2,3,9,9,9,9,3,3,4,9,4,9,3,1,1,2,1,1,1,0,0,0,2,2,3,1,1,3,3,3,1,1,2,3,4,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,5,5,1,5,5,5,5,5,5,5,5,0,0,1,5,5,5,1,5,5,5,5,5,5,5,5,0,0,9998.0,3000,1,4,3,5,0,0,0,5,0,0,0,3,1,2,2,5,0,5,0,5,5,1,4,4,4,1,4,1,1,1,3,1,3,5,5,5,0.0,0,5,0,0,0,0,0,0,7,4,7,7,5,5,1,1,3,3,1,1,2,1,1,3,1,2,1,1,1057,1,6752,4,1430,31
1915,3,2,1,4,5,15.342,15.888,1,1,1,1,1,1,3020,3,1,2,1915,2,2,4,3,2,4,3,2,4,3,1,6,1,1,4,3,1,1,1,1,7,1,1,4,3,1,1,1,7,5,5,6,1,1,0,0,0,0,0,0,3,3,3,3,1,3,1,3,3,2,2,2,2,2,2,2,3,1,1,1,1,3,3,1,3,1,3,1,3,3,4,5,1,3,5,0,3,2,2,2,5,1,1,4,2,2,3,3,4,2,3,3,2,2,3,3,4,3,2,3,2,3,2,1,2,1,1,1,0,0,0,2,2,2,2,1,4,4,3,2,2,2,3,2,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.0,150,1,3,2,5,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,4,0,1,4,4,4,4,4,1,1,1,3,1,0,5,5,5,0.0,0,1,1,22,5,2,1,15,5,6,5,5,4,5,1,3,3,3,1,1,3,3,1,1,2,3,2,1,275,1,1915,3,1434,35
2222,2,2,1,0,5,13.282,14.342,1,0,1,1,1,1,3039,0,2,2,2222,1,2,4,1,1,4,4,4,4,2,1,3,1,1,7,7,7,1,1,0,0,0,0,0,0,0,0,0,7,1,7,7,7,1,0,0,0,0,0,0,3,3,4,4,1,4,1,4,4,1,1,1,1,1,1,1,3,3,1,1,3,1,1,1,3,3,1,1,1,3,4,5,1,0,5,0,2,1,1,2,1,1,1,4,2,2,2,4,4,2,4,2,3,2,4,3,4,3,2,3,2,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,1,5,5,5,5,5,5,5,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,3000,1,2,3,1,1,1,1,0,0,0,0,3,1,1,1,5,0,0,0,5,0,1,1,1,4,1,3,1,1,1,3,3,2,5,3,1,6.0,1,1,1,36,3,2,5,45,0,0,7,7,7,7,1,3,4,2,5,1,4,1,1,1,3,4,4,1,326,1,2222,2,1460,30
3737,3,2,1,4,5,13.966,15.085,1,1,1,1,1,1,3038,0,1,2,3737,2,2,4,2,1,3,4,4,4,2,1,1,1,1,7,5,1,1,1,1,1,1,1,7,5,1,1,1,1,7,6,7,1,1,0,0,0,0,0,0,3,3,4,4,1,4,1,4,4,1,1,1,1,1,1,1,3,1,3,3,1,1,2,3,3,1,3,1,3,4,3,5,1,1,5,0,3,1,1,1,1,5,1,4,4,3,1,4,4,2,4,2,3,3,4,4,4,4,1,3,1,4,1,1,3,1,1,1,3,0,4,2,3,1,1,2,5,5,5,1,1,3,1,1,1,5,1,5,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480.0,370,1,5,4,1,5,1,1,0,0,0,0,2,1,2,2,5,0,0,0,6,0,1,2,1,4,1,4,4,1,1,2,1,3,5,3,5,0.0,0,1,1,24,4,1,0,30,5,6,3,5,6,7,1,2,2,4,1,1,2,1,3,1,2,2,1,1,580,1,3737,3,1468,35
3426,3,2,1,4,5,27.577,31.533001,1,1,1,1,1,1,3032,96,1,2,3426,2,2,4,1,1,4,3,2,4,1,97,7,1,1,6,3,1,1,97,1,2,1,1,1,4,1,1,1,5,1,5,7,1,1,0,0,0,0,0,0,3,3,4,4,1,3,1,4,3,3,2,1,2,3,2,1,1,1,3,3,3,2,2,3,1,1,3,1,1,1,3,4,5,2,5,0,5,1,1,3,5,5,1,4,4,4,3,2,4,3,4,3,1,3,4,4,4,4,3,4,1,2,2,1,2,2,1,1,0,0,0,3,1,3,1,2,3,5,3,2,1,4,3,2,1,5,1,5,5,0,0,0,5,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,5,1,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.0,300,1,6,2,1,5,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,3,3,1,3,3,4,4,2,2,0,5,4,5,0.0,0,1,1,20,5,1,0,25,5,5,5,5,4,5,1,2,4,3,1,1,4,1,1,2,2,2,1,1,524,1,3426,3,1468,34
4062,3,2,4,1,5,19.468,0.0,1,1,5,5,1,5,3039,9,1,2,4062,1,2,3,2,1,3,3,2,3,1,1,4,1,1,1,4,1,1,1,1,4,4,1,4,4,1,1,1,3,1,3,7,2,1,0,0,0,0,0,0,3,3,3,3,2,3,2,3,3,2,2,1,3,2,2,2,3,2,1,3,3,3,1,3,3,2,3,3,3,5,4,3,1,3,5,0,4,3,3,2,5,5,5,4,4,4,2,2,4,4,4,4,2,2,2,4,4,3,2,4,2,3,1,1,1,1,1,1,0,0,0,2,2,2,1,1,3,4,4,1,1,1,2,1,5,0,0,0,5,0,0,0,5,0,0,0,2,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,0,0,100,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0,3000,1,5,3,1,1,1,5,0,0,0,0,2,0,2,2,5,0,0,0,5,0,1,1,3,4,2,2,3,1,2,4,1,4,5,1,5,0.0,0,1,1,40,5,2,3,5,6,5,5,6,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,623,1,4062,3,1475,32
5978,2,2,1,0,1,13.372,14.65,1,0,1,1,1,1,3004,1,2,3,5978,1,2,2,3,2,4,4,4,4,1,1,7,7,1,7,5,1,1,1,0,0,0,0,0,0,0,0,0,7,1,7,4,1,1,7,1,7,4,1,1,3,3,4,4,1,4,1,4,4,1,2,2,1,1,1,1,1,1,3,1,3,1,4,1,1,1,1,1,1,3,4,5,1,0,5,0,5,1,1,5,5,5,1,4,9,9,9,4,4,3,9,3,4,4,4,4,4,4,1,4,2,4,2,1,3,3,1,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,5,5,1,5,0,0,0,1,1,1,1,1,5,5,1,5,5,5,5,5,5,5,5,0,0,0,1,5,5,5,5,5,1,5,5,5,5,5,5,0,0,1,5,5,5,5,5,1,5,5,5,5,5,5,0,0,0.0,700,1,2,4,1,1,1,5,1,1,1,5,4,1,1,1,5,0,5,0,1,5,1,4,4,4,4,1,5,5,5,5,1,2,5,3,5,0.0,0,1,1,40,5,1,0,45,0,0,5,7,1,5,1,2,3,3,1,1,2,1,1,1,3,2,1,1,937,1,5978,2,1480,33
5978,3,2,1,0,1,12.72,13.39,1,0,1,1,1,1,3004,1,2,3,5978,1,2,2,3,2,4,4,4,4,1,1,7,7,1,7,5,1,1,1,0,0,0,0,0,0,0,0,0,7,1,7,4,1,1,7,1,7,4,1,1,3,3,4,4,1,4,1,4,4,1,2,2,1,1,1,1,1,1,3,1,3,1,4,1,1,1,1,1,1,3,4,5,1,0,5,0,5,1,1,5,5,5,1,4,9,9,9,4,4,3,9,3,4,4,4,4,4,4,1,4,2,4,2,1,3,3,1,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,5,5,1,5,0,0,0,1,1,1,1,1,5,5,1,5,5,5,5,5,5,5,5,0,0,0,1,5,5,5,5,5,1,5,5,5,5,5,5,0,0,1,5,5,5,5,5,1,5,5,5,5,5,5,0,0,0.0,700,1,2,4,1,1,1,5,1,1,1,5,4,1,1,1,5,0,5,0,1,5,1,4,4,4,4,1,5,5,5,5,1,2,5,3,5,0.0,0,1,1,40,5,1,0,45,0,0,5,7,1,5,1,2,3,3,1,1,2,1,1,1,3,2,1,1,937,1,5978,3,1480,34
