EMSREL,EMSID01,EMSSN01,Q29A1MON,Q29A1DAY,Q29A1YR,Q29A2A,Q29A2B,Q29A2C,Q29A2D,Q29A2E,Q29A3,Q29A4,Q29A5,Q29A6,Q29A7,Q29A8,Q29A9,Q29A10,Q29A11,Q29A12,Q29A13A,Q29A13B,Q29A14A,Q29A14B,Q29A14C,Q29A14D,Q29A15,Q29A15A,Q29A16,Q29A16A,Q29A17,Q29A18,Q29A18A,Q29A18B,Q29A19,Q29A19A1,Q29A19A2,Q29A19A3,Q29A19A4,Q29A19A5,Q29A19B1,Q29A19B2,Q29A19C,Q29A19D,Q29A19E,Q29A20,Q29A21,Q29A21A,Q29A21B,Q29A22,Q29A22A1,Q29A22A2,Q29A22A3,Q29A22A4,Q29A22A5,Q29A22B1,Q29A22B2,Q29A22C,Q29A22D,Q29A22E,Q29B1A,Q29B1B,Q29B1C,Q29B1D,Q29B1E,Q29B1F,Q29B2A,Q29B2B,Q29B2C,Q29B2D,Q29B2E,Q29B2F,Q29B2G,Q29B3A,Q29B3B,Q29B3C,Q29B3D,Q29B3E,Q29B3F,Q29B4,Q29B5,Q29B6A,Q29B6B,Q29B6C,Q29B6D,Q29B6E,Q29B6F,Q29B7A,Q29B7B,Q29B7C,Q29B7D,Q29B7E,Q29B8,Q29B9A,Q29B9B,Q29B9C,Q29B9D,Q29B10A,Q29B10B,Q29B10C,Q29C1,Q29C1A,Q29C2A,Q29C2B,Q29C2C,Q29C2D,Q29C2E,Q29C2F,Q29C2G,Q29C3_1,Q29C3_2,Q29C3_3,Q29C3_4,Q29C3_5,Q29C3_7,Q29C4A,Q29C4B,Q29C4C,Q29C4D,Q29C4E,Q29C4F,Q29C4G,Q29C4H,Q29D1,Q29D2A,Q29D2B,Q29D3,Q29D4_1,Q29D4_2,Q29D4_3,Q29D4_4,Q29D4_5,Q29D4_6,Q29D4_7,Q29D5,Q29D6,Q29D7,Q29D8,Q29D9,Q29D9A,Q29D10A,Q29D10B,Q29D10C,Q29D11,Q29B2FCD,Q29B4A_1,Q29B4A_2,Q29C3ACD,Q29D4ACD,Q29D6ACD,Q29D8CD1,Q29D8CD2
3,613,3,5,12,2003,4,4,3,3,3,7,5,5,5,5,2,1,1,5,0,3,98,3,3,3,3,5,0,2,6,1,5,0,0,1,1,1,1,1,5,98,20,5,25,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,98,2,1,98,19,98,98,98,98,98,19,0,6,1,2,6,1,6,6,5,5,1,3,1,3,1,1,1,1,1,4,90,90,90,90,3,3,3,5,0,1,1,3,1,1,2,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,22,22,0,7,1,5,5,1,1,1,5,2,1,1955,5,1,4,5,5,4,3,0,0,0,3,2,0,0,0
3,632,2,99,99,2003,4,4,4,4,4,7,5,5,5,5,2,1,1,0,0,3,98,2,2,2,1,5,0,3,1,1,8,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,1,5,1,1,1,1,30,2,100,90,2,98,98,98,98,98,9,1,3,98,98,98,13,1,0,1,2,8,0,6,2,4,1,3,1,1,4,4,1,1,1,1,4,100,85,100,90,1,1,3,1,5,1,1,2,1,9,1,4,5,1,1,1,5,1,1,1,1,1,1,1,1,1,10,10,98,6,1,1,1,1,1,1,1,2,3,1968,5,1,5,5,5,5,2,0,0,0,0,0,0,0,0
3,659,4,5,12,2003,3,2,4,3,3,3,5,5,5,5,3,3,2,5,0,0,0,2,2,1,2,1,2,3,3,1,1,5,0,1,5,1,5,1,5,1,0,3,75,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,21,0,0,0,0,0,21,0,99,3,10,5,0,6,5,4,4,4,1,4,4,1,2,3,2,1,3,96,96,96,96,2,5,4,5,0,2,2,4,2,1,2,1,5,1,1,1,5,5,2,2,2,1,1,1,1,1,17,2,0,6,1,5,1,1,1,1,1,2,1,1946,5,1,5,5,4,5,1,0,0,0,10,0,0,0,0
3,676,3,6,11,2003,4,4,4,4,4,6,5,5,5,5,2,1,2,1,0,1,0,3,3,3,3,5,0,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,18,0,7,0,0,0,25,1,99,4,5,7,1,5,1,1,1,4,1,2,4,1,1,1,1,1,4,70,65,95,70,4,5,3,5,0,1,1,2,2,2,2,2,5,1,1,1,5,1,1,1,2,1,1,1,1,1,7,3,0,6,1,5,5,1,1,1,1,1,1,1973,5,1,4,4,5,3,1,0,1,0,0,0,0,0,0
3,676,4,4,22,2003,3,3,3,3,3,6,5,5,5,5,2,1,2,5,0,0,0,2,2,2,1,5,0,4,6,1,1,1,2,5,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,0,5,0,0,0,11,0,5,1,2,4,1,6,1,2,1,2,2,2,1,1,1,1,1,1,3,60,60,70,70,1,4,4,5,0,2,1,1,1,1,1,2,5,1,1,1,5,1,1,1,1,1,1,1,1,1,2,1,0,6,1,5,1,1,1,1,1,2,1,1958,5,1,5,5,5,5,1,0,0,0,0,0,0,0,0
3,680,3,4,24,2003,4,4,5,5,5,6,5,5,5,5,1,1,1,5,0,0,1,2,3,2,1,5,0,2,7,1,1,1,1,1,5,1,5,5,5,0,30,2,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,19,1,0,2,0,0,22,1,99,2,5,5,4,6,3,1,4,2,2,3,1,2,1,1,2,1,3,75,60,75,60,2,4,2,5,0,3,4,2,3,2,4,4,5,1,1,1,5,1,2,1,1,1,1,1,1,1,3,3,0,7,1,5,1,1,1,1,1,2,1,1973,5,5,0,3,4,3,1,0,0,0,0,0,0,0,0
3,689,3,4,17,2003,3,3,2,2,2,4,1,5,5,5,3,2,1,5,0,0,1,3,3,2,1,1,2,2,6,1,5,0,0,1,5,1,5,1,5,0,25,2,50,50,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0,0,0,0,0,28,0,8,3,11,11,2,6,1,4,1,1,2,4,2,1,2,2,3,1,5,90,90,5,95,2,5,4,5,0,4,2,2,3,4,2,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,9,2,8,6,1,5,1,1,5,1,1,2,1,1970,5,1,5,5,5,4,1,0,0,0,3,0,0,0,0
3,693,7,5,13,2003,3,2,2,2,3,98,5,5,5,5,2,2,2,5,0,0,98,2,2,2,2,5,0,2,6,1,5,0,0,8,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,98,1,98,98,23,1,1,1,0,98,26,1,2,5,7,4,1,6,2,3,8,3,8,4,5,2,1,1,2,1,4,95,95,95,95,2,5,2,5,0,1,1,1,1,1,1,1,5,1,1,1,1,1,2,1,1,1,1,1,1,1,12,12,98,6,5,5,1,1,1,1,1,2,1,9998,8,8,0,8,8,8,8,0,0,0,0,0,0,0,0
3,704,4,5,1,2003,3,3,3,4,3,6,5,5,5,5,1,2,2,5,0,2,0,2,3,3,2,1,2,2,6,1,1,1,2,1,1,5,5,5,5,0,30,4,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,15,6,0,0,0,0,21,0,10,2,6,6,1,6,3,5,2,1,1,5,2,1,1,2,1,1,4,100,100,100,100,4,3,4,5,0,2,2,1,1,1,2,1,5,5,1,1,5,1,2,2,2,1,1,1,1,2,2,2,0,6,1,5,1,1,1,1,1,2,2,1977,5,5,0,4,4,2,1,0,0,0,0,0,0,0,0
3,710,2,5,14,2003,5,5,5,4,5,6,5,5,5,5,2,1,1,5,0,0,0,3,3,3,2,5,0,1,0,1,5,0,0,1,1,1,1,1,5,98,25,2,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,2,1,0,0,98,29,0,6,5,8,10,1,6,2,4,6,3,3,3,3,1,2,1,1,1,5,100,100,100,100,2,5,4,5,0,1,2,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,11,98,8,6,1,5,1,1,1,1,1,2,1,1946,5,1,5,5,5,5,1,0,0,0,0,0,0,0,0
3,710,3,4,1,2003,3,1,2,1,3,2,5,5,5,5,2,3,3,5,1,1,0,2,3,2,1,5,0,1,0,1,5,0,0,1,1,1,1,1,5,1,0,4,60,90,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,19,0,0,0,0,0,19,0,10,0,4,6,1,6,2,5,5,2,2,4,2,2,2,2,2,2,4,100,90,100,90,2,5,2,5,0,3,2,4,2,1,2,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,15,12,0,7,1,5,1,1,1,1,1,2,1,1958,5,1,5,4,5,4,1,0,0,0,0,0,0,0,0
3,726,5,4,23,2003,5,5,4,4,3,6,5,5,5,5,2,1,1,1,0,0,0,3,3,3,2,5,0,5,2,1,5,0,0,1,1,1,1,1,5,0,45,2,100,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,3,1,0,0,0,25,0,5,2,0,25,0,6,4,6,6,3,1,3,4,1,1,1,1,1,4,98,98,98,98,4,5,4,5,0,2,2,2,1,1,1,1,5,1,1,1,5,1,1,2,1,1,2,1,1,2,7,1,0,6,1,5,1,1,1,1,1,2,1,1971,5,5,0,5,4,5,1,0,0,0,0,0,0,0,0
3,733,6,5,12,2003,4,4,5,4,4,8,5,5,5,5,1,1,1,0,0,0,0,2,2,2,1,5,0,4,3,1,5,0,0,1,1,1,1,1,5,98,40,2,100,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,7,1,3,0,0,98,11,0,0,1,1,2,2,6,4,3,2,4,3,3,5,1,1,2,2,1,2,100,64,100,64,2,5,2,1,5,1,3,4,1,1,1,2,5,1,1,1,5,5,1,1,1,1,1,1,1,2,17,16,9,6,1,1,1,1,1,1,5,2,1,1951,5,5,0,4,3,4,1,0,0,0,11,0,0,0,0
3,734,3,4,28,2003,3,3,3,3,3,4,5,5,5,5,2,2,3,5,0,1,1,3,3,2,1,1,1,4,6,1,5,0,0,1,1,1,1,1,5,0,45,1,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20,2,1,3,0,0,26,1,0,3,4,9,2,5,2,5,5,4,2,4,4,1,1,1,1,1,3,100,95,100,95,2,5,3,5,0,2,1,1,1,1,1,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,8,4,0,6,5,5,1,1,1,1,1,2,1,1972,5,5,0,5,5,5,1,0,1,0,3,0,0,0,0
3,742,3,12,12,2003,3,3,3,1,3,5,5,5,5,5,3,2,2,5,0,7,0,2,2,2,1,5,0,2,4,1,1,5,0,1,1,1,1,5,5,0,30,3,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,20,3,0,0,0,1,24,0,4,0,1,4,1,6,4,4,4,1,2,2,2,1,1,1,1,1,4,99,99,100,100,2,5,5,5,0,2,4,3,5,2,2,2,5,1,1,1,5,5,1,1,2,1,1,1,1,1,19,15,9,7,5,5,1,1,1,1,1,2,1,1957,5,1,3,5,5,5,1,10,0,0,3,0,0,0,0
3,752,3,5,16,2003,3,3,3,3,3,6,5,5,5,5,2,1,2,5,0,0,0,1,3,2,2,1,1,2,6,1,5,0,0,5,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,1,1,1,98,98,16,98,98,98,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,5,998,998,998,998,2,1,1,1,5,1,2,1,1,9,1,5,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,98,6,1,1,1,1,1,1,1,2,1,9998,8,8,0,8,8,8,8,0,0,0,0,0,0,0,0
3,753,4,8,28,2003,5,4,5,4,5,6,5,5,5,5,1,1,1,5,0,20,0,2,3,2,1,5,0,4,6,1,1,1,1,1,1,5,5,1,5,1,0,5,25,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,24,0,0,0,0,0,24,0,6,0,1,15,0,6,2,6,4,4,4,2,4,1,1,2,2,1,4,99,99,100,100,2,5,5,1,1,2,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,9,6,1,5,5,1,1,1,1,2,1,1967,5,1,5,5,5,5,1,0,0,0,0,0,0,0,0
3,784,3,6,3,2003,5,5,5,5,5,8,5,5,5,5,2,1,3,1,0,0,0,3,3,3,2,1,2,1,0,1,5,0,0,5,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,21,0,12,2,5,5,1,6,1,4,3,1,1,2,1,2,2,2,2,1,4,90,90,85,85,2,4,1,5,0,3,1,1,2,2,2,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,5,5,98,7,5,5,1,1,1,1,1,2,1,1976,5,5,0,4,4,4,1,0,0,0,0,0,0,0,0
3,796,3,4,21,2003,5,4,4,3,4,8,8,5,5,5,2,1,1,5,0,0,1,2,1,2,2,1,2,5,3,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,2,3,1,0,20,3,99,2,5,5,1,6,1,4,2,1,1,3,2,1,1,1,2,1,3,66,66,90,90,2,5,5,5,0,1,1,4,1,9,1,1,5,1,1,1,5,1,2,1,2,1,1,1,1,2,34,4,0,6,1,5,1,1,1,1,1,2,1,1947,5,1,4,5,5,5,1,0,0,0,0,0,0,0,0
3,802,3,5,14,2003,2,2,2,2,2,3,1,5,5,5,2,2,2,5,0,0,0,3,3,3,2,5,0,1,0,1,1,1,2,1,5,1,5,5,5,0,15,3,50,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,21,0,0,0,0,0,21,1,5,0,3,7,1,6,2,6,5,2,1,6,1,1,1,1,1,1,3,100,100,100,100,3,2,2,5,0,1,1,1,1,2,1,2,5,1,1,1,5,1,1,1,1,1,1,1,1,1,29,22,0,6,1,5,1,1,1,1,1,2,1,1949,1,1,2,5,5,5,1,0,0,0,0,0,0,12,0
3,804,3,6,17,2003,1,1,1,1,1,8,5,5,5,5,2,1,1,0,0,0,0,3,3,3,3,5,0,3,4,1,1,1,1,1,1,1,1,1,5,1,0,3,100,100,1,1,1,1,1,5,5,5,1,5,0,30,3,100,100,1,0,0,1,0,0,24,0,0,0,0,0,24,0,0,0,0,0,1,5,2,2,3,2,1,4,2,1,1,1,2,1,5,90,90,100,90,2,5,1,1,5,2,3,4,4,1,4,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,20,3,0,7,1,5,5,5,1,1,1,2,1,1951,5,1,5,5,5,4,1,0,1,0,0,0,0,0,0
3,805,2,5,18,2003,4,4,5,3,5,6,5,5,5,5,2,1,2,5,0,1,98,2,1,2,1,5,0,1,0,1,1,1,1,1,1,1,1,1,1,0,30,2,100,85,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,13,98,98,98,1,29,0,10,3,5,6,4,6,2,4,4,2,1,3,3,1,2,1,1,2,3,90,85,100,90,3,5,2,5,0,2,4,5,2,1,2,3,5,1,1,1,5,1,1,1,1,1,1,1,1,1,4,98,10,6,1,5,1,1,1,1,1,2,1,1977,5,1,2,4,4,4,3,1,0,0,0,0,0,0,0
3,823,2,4,23,2003,2,1,2,2,3,2,1,1,5,5,3,3,3,5,0,5,0,1,3,1,1,5,0,3,6,1,1,1,3,1,1,1,1,1,5,0,20,6,95,80,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5,1,19,0,2,0,27,4,99,1,4,7,3,6,2,4,4,2,2,2,3,1,1,1,1,1,4,85,85,85,85,2,5,2,5,0,1,3,2,2,2,2,2,5,1,1,1,5,5,3,9,3,9,9,9,2,2,9,9,0,6,1,5,5,1,1,1,1,2,1,1967,5,1,3,4,4,4,1,0,0,0,3,0,0,0,0
3,824,4,5,31,2003,2,2,1,1,1,1,1,5,5,1,2,3,3,5,0,2,0,2,1,1,1,5,0,2,4,1,1,5,0,1,1,1,1,1,5,0,10,6,50,50,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,18,0,0,0,20,18,20,1,98,98,1,6,1,6,1,1,1,4,2,1,1,1,2,1,4,80,80,80,80,2,5,2,5,0,2,2,2,1,1,1,1,5,5,1,1,5,1,1,1,1,1,1,2,1,2,20,11,0,6,1,5,1,1,1,1,5,2,2,1955,5,5,0,4,5,2,2,0,0,0,0,1,0,0,0
3,841,3,4,21,2003,4,4,4,4,4,6,5,5,5,5,2,2,2,5,0,0,0,2,2,1,1,5,0,2,7,1,1,1,1,1,1,1,1,1,5,1,30,2,90,85,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,2,8,11,0,5,32,4,99,0,10,10,3,6,7,4,4,4,2,4,5,1,1,1,1,1,3,90,90,90,90,2,5,2,5,0,2,4,1,5,2,2,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1,2,0,6,1,5,5,1,1,1,5,2,7,1977,5,5,0,3,4,2,1,5,0,0,5,1,2,0,0
3,846,3,5,13,2003,3,3,3,2,3,5,8,5,5,5,2,2,3,0,1,3,98,2,2,2,1,5,0,2,6,1,1,1,2,1,1,1,1,1,1,1,0,2,85,85,1,1,5,0,1,1,1,1,1,5,98,30,2,90,90,1,98,98,1,98,98,6,14,6,98,98,98,26,0,24,7,4,5,1,5,0,2,3,2,1,4,1,2,2,2,3,3,2,95,85,95,95,2,5,4,5,0,3,2,2,3,1,2,3,5,1,1,1,5,1,2,1,3,1,1,1,1,3,22,22,98,6,1,5,1,1,1,1,1,2,1,1952,5,1,1,8,4,5,1,0,1,0,0,0,0,0,0
3,858,3,4,22,2003,4,4,3,3,3,6,5,5,5,5,2,1,2,0,0,0,0,2,3,2,3,5,0,4,6,1,1,1,1,1,1,5,1,5,5,0,10,4,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,22,0,0,2,0,0,24,0,0,2,1,7,1,6,3,5,5,1,5,4,1,1,1,2,1,1,5,95,95,95,100,3,4,2,1,5,2,2,1,1,1,2,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,4,1,8,7,1,5,5,1,1,1,1,2,1,1963,5,1,3,5,5,5,1,0,0,0,3,0,0,0,0
3,871,2,4,14,2003,3,3,2,2,3,1,5,5,5,5,2,3,2,5,0,0,0,2,1,1,1,5,0,2,2,1,5,0,0,1,5,1,5,5,5,0,20,2,50,25,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,15,0,1,0,0,21,0,20,2,5,6,2,6,1,4,4,1,1,1,1,1,2,2,3,1,2,50,20,50,20,2,5,4,5,0,3,4,3,2,1,2,1,5,1,1,1,5,5,3,2,2,1,1,2,2,3,4,1,0,6,1,5,5,1,1,1,1,2,1,1976,5,1,5,3,3,2,1,0,0,0,15,0,0,0,0
3,871,3,4,14,2003,4,4,4,4,4,3,5,5,5,5,1,1,2,5,0,0,0,1,1,1,1,5,0,12,3,1,5,0,0,1,1,1,1,5,5,0,30,3,75,75,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,13,0,0,0,2,19,0,17,3,6,13,2,6,1,4,4,1,1,1,2,1,2,2,2,1,5,95,90,90,90,2,5,4,5,0,3,2,3,3,2,3,2,5,1,1,1,5,5,2,1,2,1,1,2,2,2,4,3,0,6,5,5,1,1,1,1,1,2,1,1977,5,1,3,5,5,4,1,1,0,0,15,0,0,0,0
3,874,3,5,27,2003,3,3,2,3,2,6,5,5,5,5,2,2,1,5,0,5,1,3,3,3,3,5,0,3,4,1,5,0,0,1,5,1,5,1,5,0,30,3,100,100,1,1,1,2,1,5,5,1,5,5,0,30,2,100,100,1,0,0,0,1,3,19,1,0,0,0,0,20,0,1,4,1,5,1,6,5,2,3,1,1,4,4,1,1,1,1,1,5,100,99,100,80,4,4,1,5,0,2,3,1,2,1,3,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,20,14,0,7,1,5,1,1,1,1,1,2,1,1947,5,5,0,5,5,2,2,0,0,0,11,0,0,0,0
3,886,3,5,19,2003,2,4,4,4,4,6,1,5,5,5,1,2,2,5,0,0,0,2,3,2,2,5,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,1,1,1,1,5,0,15,2,100,100,1,0,0,1,0,1,17,2,3,8,0,0,30,3,1,3,3,10,2,6,3,2,6,4,1,2,4,1,1,1,2,1,3,98,98,98,98,3,5,4,5,0,2,2,1,1,2,2,4,5,1,1,1,5,1,1,1,1,1,1,1,1,1,2,2,0,7,1,5,1,1,1,1,1,2,3,1978,1,1,5,4,5,5,2,0,0,0,0,0,0,2,0
3,891,4,5,13,2003,3,3,3,3,3,6,5,5,5,5,2,2,3,5,5,0,0,3,2,2,8,5,0,3,6,1,1,1,2,1,1,1,1,1,5,1,0,3,90,85,1,1,1,3,1,1,1,1,1,5,98,98,4,90,85,1,98,98,1,98,98,5,13,98,98,98,98,18,0,13,1,3,8,3,6,2,4,4,4,4,4,4,1,1,1,1,1,3,998,998,20,80,2,5,5,5,0,1,1,1,1,1,1,2,5,1,1,1,5,1,1,1,1,1,1,1,1,1,4,1,98,7,5,1,1,1,1,1,1,2,1,1975,5,1,5,5,5,5,1,0,0,0,0,0,0,0,0
3,891,5,6,16,2003,4,5,5,4,5,7,5,5,5,5,2,1,1,0,15,2,0,3,2,3,1,5,0,3,6,1,1,1,1,1,1,5,5,5,5,0,20,4,75,100,1,1,5,0,1,1,5,5,5,5,0,15,4,100,100,1,0,0,1,0,0,8,9,0,1,0,0,18,0,11,1,6,8,3,5,2,4,4,4,4,5,4,4,1,2,1,1,3,80,80,80,80,2,5,3,5,0,2,1,1,1,1,2,1,5,1,1,1,5,1,2,2,2,1,1,1,1,2,5,2,0,7,1,5,5,1,1,1,1,2,1,1975,5,1,5,5,5,4,2,0,1,0,0,0,0,0,0
3,898,3,5,9,2003,5,5,5,4,5,6,5,5,5,5,2,1,1,1,0,0,1,3,3,2,2,5,0,2,6,1,1,1,1,1,5,1,5,1,5,0,20,2,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,98,98,98,98,98,98,0,98,98,98,98,98,98,5,2,4,4,4,1,4,4,4,1,1,1,1,4,80,80,80,80,2,5,3,5,0,2,5,1,1,1,2,1,5,1,1,1,5,5,2,2,1,1,1,1,1,1,3,0,8,6,5,5,5,1,1,1,1,1,1,1977,5,1,5,5,5,5,1,0,1,0,11,0,0,0,0
3,946,3,4,9,2003,4,2,3,2,2,4,5,5,5,5,2,3,2,5,0,2,0,3,3,1,1,5,0,1,0,1,1,1,3,1,1,1,1,1,5,0,25,5,100,90,1,1,5,0,1,1,1,1,1,5,0,25,5,100,100,1,0,0,0,1,0,6,2,2,5,4,0,19,3,10,0,6,4,0,6,4,4,4,4,1,4,4,1,2,2,2,1,4,100,90,100,90,2,5,3,5,0,2,1,1,1,3,3,5,5,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,0,6,1,5,1,1,1,1,1,1,1,1961,5,1,5,5,4,5,1,0,0,0,0,0,0,0,0
3,970,4,5,1,2003,4,4,3,3,4,6,5,5,5,5,1,1,1,0,0,0,0,2,3,3,1,5,0,3,6,1,5,0,0,1,1,1,1,1,1,1,15,9,999,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,23,0,0,0,0,0,23,0,0,9,7,4,1,1,7,5,3,4,1,4,4,1,1,1,1,1,4,100,99,100,99,1,5,5,5,0,1,5,1,1,1,1,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,20,19,8,6,1,5,5,1,1,1,1,2,1,1949,5,1,5,5,5,3,2,0,1,0,3,0,0,0,0
3,1016,3,5,19,2003,5,5,5,4,5,7,5,5,5,5,2,2,2,0,0,0,0,3,3,3,3,5,0,2,6,5,0,0,0,0,5,5,5,5,5,0,0,0,0,0,1,1,5,0,1,1,1,1,1,5,98,20,2,100,100,1,0,0,0,0,0,16,0,0,0,0,0,16,0,2,1,2,14,1,6,2,1,4,1,1,2,1,1,1,1,1,1,5,88,94,88,94,2,4,2,5,0,8,1,2,1,1,1,2,5,1,1,1,5,1,1,1,1,2,1,1,1,1,1,98,10,6,1,1,1,1,1,1,1,2,1,1978,1,1,5,5,5,5,2,0,0,0,0,0,0,3,0
3,1018,5,4,18,2003,5,5,5,3,5,7,5,5,5,5,1,1,1,0,0,0,0,2,3,2,3,5,0,3,7,1,1,1,1,1,1,1,1,1,5,0,20,9,0,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,12,0,1,0,0,14,1,0,0,1,13,3,6,2,6,5,1,1,6,1,1,1,2,1,1,4,0,100,0,100,2,5,5,1,1,1,5,1,1,1,1,5,5,1,1,1,5,1,1,1,1,1,1,1,1,1,13,6,8,6,1,1,1,1,1,1,1,2,2,1956,5,1,4,5,5,5,1,0,0,0,0,0,0,0,0
3,1033,4,5,13,2003,4,3,4,3,4,5,5,5,5,5,2,2,2,5,0,0,0,2,1,2,1,5,0,2,7,1,5,0,0,1,1,1,1,1,5,0,10,2,100,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0,1,24,0,99,2,4,6,1,6,2,1,1,1,1,1,1,1,1,2,3,1,3,100,92,100,92,2,1,3,5,0,4,3,4,3,1,4,1,5,1,1,1,5,5,1,1,2,1,1,1,1,2,27,13,9,7,1,5,5,1,5,1,1,2,1,1948,5,1,2,5,4,5,1,11,0,0,3,0,0,0,0
3,1047,3,5,30,2003,1,1,2,2,2,2,1,5,5,5,3,3,3,5,0,0,0,2,2,1,1,1,2,2,6,1,1,1,3,1,1,1,1,1,5,98,20,4,80,70,1,1,5,0,1,5,1,1,5,5,98,20,4,90,80,1,0,1,0,0,0,0,22,0,0,0,98,22,0,22,0,12,2,3,6,4,5,5,3,1,4,4,2,2,2,1,2,4,75,60,75,60,3,5,2,5,0,2,2,1,2,1,2,2,5,5,1,1,5,1,2,2,1,1,1,2,1,2,12,6,0,7,5,5,1,1,1,1,1,2,1,1960,5,1,4,4,4,4,1,0,0,0,0,0,0,0,0
3,1047,4,5,28,2003,3,1,2,1,2,3,1,5,5,1,1,3,3,5,0,0,0,3,3,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,0,45,5,80,100,1,1,1,2,1,1,1,1,1,1,0,30,5,100,80,1,2,1,1,0,2,2,20,0,0,0,0,22,7,22,1,7,15,3,6,7,6,6,6,1,6,6,2,1,1,1,1,1,87,87,85,87,3,3,2,5,0,1,1,1,1,1,1,1,5,5,1,1,5,5,2,2,1,1,1,2,1,2,2,2,0,6,1,5,5,5,1,1,5,2,7,1952,1,1,3,5,5,5,3,0,0,0,22,2,9,9,0
